codigo,registro_fuente,provincia,canton,zona_publica,anio_ensayo,elevacion_msnm,profundidad_sondeo_m,n60,capacidad_portante_kg_cm2,limite_liquido_pct,limite_plastico_pct,indice_plasticidad_pct,humedad_pct,profundidad_cimentacion_m,aashto,tipo_suelo,sucs,nivel_freatico,tipo_cimentacion,resistencia_n60,aptitud_referencial,privacidad,lon_wgs84,lat_wgs84
SPT-107,107,Zamora Chinchipe,Chinchipe,Zona técnica 01,2024,1256,4.45,46,1.44,,,,8.65,1.5,A-2-4,Arena limosa sm no plastica color cafe amarillento,SM,No,Zapata Continua o corrida,Muy alta,Condicionada,pública_anonimizada,-79.1042716,-4.7592165
SPT-108,108,Zamora Chinchipe,Chinchipe,Zona técnica 01,2024,1644,5.45,13,3.1,,,,15.91,1.5,A-4,Arena limosa sm no plastica color cafe rojiza,SM,No,Zapata Continua o corrida,Baja,Condicionada,pública_anonimizada,-79.1974441,-4.8614526
SPT-109,109,Loja,Loja,Zona técnica 04,2024,2103,6.45,12,0.84,56.6,23.3,33.3,26.79,1,A-7-6(32),Arcilla con bajo contenido de arena ch de alta plasticidad color cafe claro,CH,No,Zapata Continua o corrida,Baja,Revisión prioritaria,pública_anonimizada,-79.2201911,-3.973365
SPT-110,110,Loja,Loja,Zona técnica 04,2024,2205,4.45,43,1.99,51.8,30.3,21.5,22.49,1.5,A-7-5(24),Limo con bajo contenido de arena mh de alta plasticidad color gris,MH,No,Zapata aislada cuadrada,Muy alta,Media,pública_anonimizada,-79.1913611,-3.9938102
SPT-111,111,Loja,Loja,Zona técnica 04,2024,2202,4.45,11,1.47,55.9,32.9,23.1,25.7,1.5,A-7-5(28),Limo mh de alta plasticidad color gris,MH,No,Zapata Continua o corrida,Baja,Condicionada,pública_anonimizada,-79.1913344,-3.9936836
SPT-112,112,Loja,Loja,Zona técnica 03,2024,2239,6,14,0.86,56.5,37.5,18.9,12.25,1.5,A-7-5(20),Limo con arena mh de alta plasticidad color cafe,MH,No,Zapata Continua o corrida,Baja,Revisión prioritaria,pública_anonimizada,-79.2188293,-4.0202565
SPT-113,113,Loja,Loja,Zona técnica 03,2024,2240,6,12,0.76,57.8,32.5,25.4,12.78,1.5,A-7-5(16),Limo arenoso mh de alta plasticidad color cafe,MH,No,Zapata Continua o corrida,Baja,Revisión prioritaria,pública_anonimizada,-79.2187936,-4.0201479
SPT-114,114,Loja,Loja,Zona técnica 03,2024,2240,6,8,0.51,66.1,38.3,27.8,13.29,1.5,A-7-5(24),Limo con arena mh de alta plasticidad color cafe,MH,No,Zapata Continua o corrida,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2188296,-4.020148
SPT-115,115,Loja,Loja,Zona técnica 02,2025,2188,6,12,0.83,,,,14.8,2,A-4,Arena limosa con bajo contenido de grava sm no plastica color gris clara,SM,Sí,Zapata Continua o corrida,Baja,Revisión prioritaria,pública_anonimizada,-79.2096299,-4.0353191
SPT-116,116,Loja,Loja,Zona técnica 05,2025,2076,6,9,1.56,28.1,15.8,12.3,20.29,1.5,A-6(2),Arena arcillosa con grava sc de mediana plasticidad color cafe oscuro,SC,No,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2290558,-3.9414367
SPT-117,117,Loja,Loja,Zona técnica 05,2025,2077,6,17,0.57,,,,7.42,1.5,A-2-4,Arena limosa con grava sm no plastica color cafe oscuro,SM,No,Zapata aislada cuadrada,Baja,Revisión prioritaria,pública_anonimizada,-79.229128,-3.9413283
SPT-118,118,Loja,Loja,Zona técnica 03,2025,2247,6,9,0.42,76.5,11.3,65.2,28.26,2,A-7-6(57),Arcilla con arena chde alta plasticidad color gris,CH,No,Zapata Continua o corrida,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2234038,-4.020149
SPT-119,119,Loja,Loja,Zona técnica 03,2025,2248,6,8,0.46,76.5,11.3,65.2,26.16,2,A-7-6(64),Arcilla ch de alta plasticidad color gris oscuro,CH,No,Zapata Continua o corrida,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2235299,-4.0201402
SPT-120,120,Loja,Loja,Zona técnica 01,2025,1608.58,3,51,2.81,,,,9.01,1.5,A-1-a,Grava bien gradada con arena gw no plastica color gris,GW,Sí,Zapata Continua o corrida,Muy alta,Media,pública_anonimizada,-79.2179945,-4.3271775
SPT-121,121,Loja,Loja,Zona técnica 01,2025,1605.93,3,36,5.33,,,,18.21,1.5,A-1-a,Arena mal gradada con grava sp no plastica color gris,SP,Sí,Zapata Continua o corrida,Alta,Media,pública_anonimizada,-79.219036,-4.3279555
SPT-122,122,Loja,Loja,Zona técnica 04,2025,2074,5.45,24,1.51,,,,10.27,2,A-1-a,Grava mal gradada con limo con arena gp gm no plastica color gris,GP-GM,Sí,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.2035846,-4.0039285
SPT-123,123,Loja,Loja,Zona técnica 04,2025,2142,1.45,94,4.15,,,,4.28,1,A-4,Arena limosa sm no plastica color cafe grisaceo,SM,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.2107142,-3.9880837
SPT-124,124,Loja,Loja,Zona técnica 04,2025,2138,1.45,134,9.53,,,,3.5,1,A-1-b,Arena limosa con grava sm no plastica color cafe grisaceo,SM,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.2106152,-3.9880834
SPT-125,125,Loja,Loja,Zona técnica 01,2025,1530,6,4,0.53,,,,16.15,2,A-1-b,Arena mal gradada con grava sp no plastica color gris,SP,Sí,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2221156,-4.2546001
SPT-126,126,Loja,Loja,Zona técnica 02,2025,1613,6,9,0.71,68.9,20.3,48.7,23.54,1.5,A-7-6(38),Arcilla con arena ch de alta plasticidad color cafe amarillento,CH,No,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2499691,-4.2009418
SPT-127,127,Loja,Loja,Zona técnica 02,2025,1614,6,14,1.11,72.4,17.5,54.9,17.92,1.5,A-7-6(48),Arcilla con arena ch de alta plasticidad color cafe amarillento,CH,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2499603,-4.2008152
SPT-128,128,Loja,Loja,Zona técnica 02,2025,1612,6,6,0.46,76.5,11.3,65.2,19.54,1.5,A-7-6(64),Arcilla ch de alta plasticidad color cafe oscuro (suelo organico),CH,No,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2498525,-4.2007155
SPT-129,129,Loja,Loja,Zona técnica 02,2025,1589,2,107,10.08,,,,3.38,1,A-1-b,Grava limosa con arena gm no plastica color gris,GM,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.2168158,-4.1970688
SPT-130,130,Loja,Loja,Zona técnica 02,2025,1592,3,36,2.12,,,,14.03,1.5,A-1-a,Arena mal gradada con grava sp no plastica color gris,SP,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.217122,-4.1970695
SPT-131,131,Loja,Catamayo,Zona técnica 04,2025,1279,3,29,2.89,40.5,24.8,15.8,11.02,1.5,A-7-6(10),Arcilla arenosa cl de mediana plasticidad color cafe,CL,No,Zapata aislada cuadrada,Media,Alta,pública_anonimizada,-79.3651558,-3.9707899
SPT-132,132,Loja,Loja,Zona técnica 04,2025,2075,3,23,1.35,35.6,21.4,14.2,16.79,1.2,A-6(12),Arcilla con bajo contenido de arena cl de mediana plasticidad,CL,No,Zapata aislada cuadrada,Media,Condicionada,pública_anonimizada,-79.2069548,-3.9819537
SPT-133,133,Loja,Loja,Zona técnica 02,2025,2161,2.45,44,1.57,,,,15.08,1.2,A-1-a,Grava mal gradada con arena gp no plastica color gris,GP,No,Zapata aislada cuadrada,Muy alta,Media,pública_anonimizada,-79.1988201,-4.0250501
SPT-134,134,Loja,Loja,Zona técnica 03,2025,2196,6,11,0.84,74.6,26.6,48,34.93,1.8,A-7-6(41),Arcilla con arena ch de alta plasticidad color cafe oscuro,CH,No,Zapata aislada cuadrada,Baja,Revisión prioritaria,pública_anonimizada,-79.2136379,-4.0183914
SPT-135,135,Loja,Loja,Zona técnica 02,2025,2204,6,8,0.44,29.7,21.3,8.4,24.3,3,A-4(4),Arcilla con arena cl de mediana plasticidad color cafe oscura,CL,No,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2029076,-4.0416792
SPT-136,136,Loja,Loja,Zona técnica 04,2025,2108,6,16,1.28,26.9,12.1,14.8,18.77,1.5,A-6(3),Arena arcillosa con bajo contenido de grava sc de mediana plasticidad color cafe,SC,Sí,Zapata Continua o corrida,Baja,Condicionada,pública_anonimizada,-79.2097417,-4.0005963
SPT-137,137,Loja,Loja,Zona técnica 04,2025,2107,6,23,1.54,24.6,21.3,3.3,12.78,1.5,A-4(0),Arena limosa sm baja plasticidad color cafe,SM,Sí,Zapata Continua o corrida,Media,Media,pública_anonimizada,-79.2096785,-4.0006685
SPT-138,138,Loja,Loja,Zona técnica 04,2025,2146,6,12,1.43,69.4,41.4,28,24.83,1.5,A-7-5(36),Limo mh de alta plasticidad color cafe amarillento,MH,Sí,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2243631,-3.9802915
SPT-139,139,Loja,Loja,Zona técnica 04,2025,2075,3.45,23,2.13,46.2,32.7,13.5,19.56,1.5,A-7-5(5),Limo con arena ml de mediana plasticidad color cafe amarillento,ML,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.2127395,-3.9716579
SPT-140,140,Loja,Catamayo,Zona técnica 05,2025,1266,3,25,1.29,,,,14.46,2,A-2-4,Arena limosa sm no plastica color cafe,SM,No,Zapata Continua o corrida,Media,Condicionada,pública_anonimizada,-79.3873631,-3.9605424
SPT-141,141,Loja,Catamayo,Zona técnica 05,2025,1266,4,12,1.27,,,,21.9,2,A-2-4,Arena limosa sm no plastica color cafe,SM,No,Zapata Continua o corrida,Baja,Condicionada,pública_anonimizada,-79.3873901,-3.9605696
SPT-142,142,Loja,Loja,Zona técnica 04,2025,2076,6,9,0.76,,,,11.27,2,A-1-a,Grava limosa con arena gm no plastica color gris,GM,No,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2061318,-4.0002177
SPT-143,143,Loja,Catamayo,Zona técnica 05,2025,1271,5.45,29,1.59,45,23.6,21.3,12.36,1.2,A-2-7(2),Arena arcillosa con grava sc de alta plasticidad color cafe,SC,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.3793828,-3.9663507
SPT-144,144,Loja,Loja,Zona técnica 03,2025,2259,3.45,26,2.45,56.1,26.7,29.4,9.48,2.2,A-7-6(13),Arcilla arenoso con bajo contenido de grava ch de alta plasticidad color cafe oscuro,CH,No,Zapata Continua o corrida,Media,Alta,pública_anonimizada,-79.2204901,-4.0184245
SPT-145,145,Loja,Loja,Zona técnica 03,2025,2257,4,22,1.9,54.6,21.2,33.4,8.93,2.2,A-7-6(9),Arena arcillosa con grava sc de alta plasticidad color gris,SC,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.220355,-4.0184333
SPT-146,146,Loja,Loja,Zona técnica 04,2025,2226,5.45,14,1.18,89.5,28.7,60.8,19.81,2,A-7-6(67),Arcilla ch de alta plasticidad color cafe oscuro (suelo organico),SC,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2308947,-3.9785604
